"","college","income","overage","leftover","house","handset_price","over_15mins_calls_per_month","average_call_duration","reported_satisfaction","reported_usage_level","considering_change_of_plan","leave"
"4712","zero",105278,60,21,255361,457,4,5,"very_sat","very_little","no","STAY"
"4713","zero",21100,0,0,885528,160,0,15,"avg","very_high","considering","LEAVE"
"4718","one",103293,170,0,991922,476,17,9,"sat","little","never_thought","LEAVE"
"4723","one",66210,194,0,523975,276,19,15,"avg","very_little","actively_looking_into_it","LEAVE"
"4733","zero",41893,0,24,819736,173,1,5,"unsat","very_high","considering","STAY"
"4734","zero",159819,54,65,889715,536,3,2,"very_unsat","little","actively_looking_into_it","LEAVE"
"4735","zero",75105,197,89,969139,306,18,1,"very_unsat","little","no","STAY"
"4736","one",41105,0,5,195946,204,1,5,"unsat","little","never_thought","LEAVE"
"4738","one",32332,0,19,208770,837,0,1,"very_sat","little","actively_looking_into_it","STAY"
"4742","zero",123050,218,0,415127,825,18,4,"very_sat","little","considering","LEAVE"
"4744","one",34677,67,0,567999,135,5,4,"very_unsat","very_high","never_thought","STAY"
"4745","one",52825,0,19,577334,271,1,11,"very_unsat","little","no","STAY"
"4746","zero",99679,16,0,873608,292,0,2,"unsat","little","no","STAY"
"4756","zero",83886,0,52,462926,269,1,2,"unsat","very_little","actively_looking_into_it","STAY"
"4761","zero",119048,0,17,281444,809,1,6,"avg","very_little","actively_looking_into_it","STAY"
"4776","zero",30812,0,0,986140,198,0,8,"sat","little","considering","STAY"
"4793","one",77377,0,0,900613,343,1,11,"very_unsat","little","never_thought","STAY"
"4797","zero",41599,177,0,258847,211,13,10,"very_unsat","high","never_thought","LEAVE"
"4802","one",30470,71,31,180275,681,5,2,"very_unsat","very_high","considering","STAY"
"4807","zero",35043,215,82,478024,154,16,1,"unsat","little","considering","LEAVE"
"4808","zero",90097,0,71,870471,347,1,2,"very_unsat","little","considering","STAY"
"4809","one",100607,135,0,666678,144,19,14,"avg","avg","no","LEAVE"
"4810","zero",36199,0,0,339660,798,1,10,"avg","little","considering","LEAVE"
"4826","zero",56920,56,20,182831,383,4,4,"very_sat","very_little","actively_looking_into_it","LEAVE"
"4852","one",158176,0,44,242310,576,0,2,"very_sat","little","actively_looking_into_it","STAY"
"4854","zero",53636,68,0,881758,279,4,11,"avg","very_high","actively_looking_into_it","STAY"
"4857","zero",105467,207,21,907231,224,17,6,"sat","very_little","actively_looking_into_it","STAY"
"4865","zero",45102,47,28,958149,203,13,2,"very_unsat","very_little","considering","STAY"
"4871","one",38876,0,0,358370,139,1,12,"very_sat","little","considering","STAY"
"4876","zero",126550,0,0,537223,212,0,9,"very_unsat","little","actively_looking_into_it","STAY"
"4882","one",33286,53,58,240715,207,5,2,"very_unsat","little","no","LEAVE"
"4884","zero",60842,0,16,495402,256,1,4,"unsat","high","actively_looking_into_it","STAY"
"4887","zero",36804,173,69,424218,181,17,12,"unsat","high","actively_looking_into_it","LEAVE"
"4893","zero",40856,0,88,493891,169,1,1,"very_sat","little","no","LEAVE"
"4894","zero",21242,65,12,868877,154,4,4,"very_sat","very_little","considering","STAY"
"4896","zero",127290,0,44,218979,509,1,1,"unsat","very_little","considering","LEAVE"
"4902","one",43604,0,0,189116,151,1,12,"very_unsat","very_little","no","LEAVE"
"4904","zero",146272,216,87,493867,749,11,2,"very_unsat","little","considering","LEAVE"
"4911","one",96886,169,68,425847,284,10,1,"very_unsat","very_high","never_thought","LEAVE"
"4913","one",157628,60,0,670694,801,3,9,"avg","little","actively_looking_into_it","STAY"
"4916","one",121828,176,47,485033,496,18,1,"very_sat","very_high","considering","LEAVE"
"4920","zero",80095,81,0,196939,255,0,13,"very_unsat","high","never_thought","LEAVE"
"4929","one",123289,233,12,702073,509,10,6,"unsat","high","considering","LEAVE"
"4937","zero",104549,211,0,465968,816,11,10,"very_sat","very_little","no","STAY"
"4939","zero",89773,0,77,834003,344,0,4,"very_unsat","very_high","actively_looking_into_it","STAY"
"4951","one",48633,186,14,488946,204,18,4,"very_sat","very_high","actively_looking_into_it","LEAVE"
"4955","one",71384,0,12,243759,353,1,4,"very_sat","very_high","never_thought","STAY"
"4956","zero",36167,0,40,940806,174,0,2,"very_unsat","little","never_thought","STAY"
"4957","one",29213,0,55,785261,294,0,2,"very_unsat","very_little","no","STAY"
"4960","one",24569,209,7,215733,232,11,5,"very_sat","very_little","never_thought","LEAVE"
"4962","zero",157153,86,23,161862,553,3,4,"avg","little","considering","STAY"
"4963","one",154433,142,16,278166,760,21,5,"unsat","little","considering","STAY"
"4968","zero",58300,212,34,964640,157,14,8,"very_unsat","very_high","considering","STAY"
"4971","one",138601,58,5,170710,521,4,6,"very_sat","high","considering","STAY"
"4978","one",35177,202,0,379292,207,21,9,"very_unsat","little","no","LEAVE"
"4985","zero",31431,57,11,436876,210,1,4,"very_unsat","very_little","considering","LEAVE"
"4987","one",75122,0,45,455958,292,0,1,"very_unsat","little","never_thought","LEAVE"
"4991","one",32893,68,0,285039,200,4,2,"very_unsat","little","actively_looking_into_it","LEAVE"
"5002","one",145931,86,8,639501,431,5,4,"unsat","high","considering","LEAVE"
"5018","one",66962,0,0,715325,298,0,14,"very_sat","very_high","considering","STAY"
"5021","zero",116573,57,5,740280,718,5,5,"avg","high","never_thought","STAY"
"5024","one",108339,0,9,171941,756,1,5,"unsat","very_little","considering","LEAVE"
"5027","one",53258,20,6,503398,324,3,5,"very_unsat","very_little","actively_looking_into_it","STAY"
"5029","one",79125,198,0,220430,518,11,8,"avg","very_high","actively_looking_into_it","LEAVE"
"5030","zero",50257,259,0,570524,362,22,14,"very_unsat","little","never_thought","STAY"
"5033","one",41049,202,54,798644,159,21,2,"very_unsat","very_high","actively_looking_into_it","STAY"
"5035","one",20223,0,0,240340,191,0,13,"very_unsat","little","considering","STAY"
"5038","one",99297,177,0,507579,446,19,8,"very_sat","very_little","perhaps","LEAVE"
"5040","zero",46563,195,0,914588,152,15,13,"very_sat","very_high","never_thought","STAY"
"5054","one",73545,69,0,512223,332,4,5,"unsat","little","considering","STAY"
"5059","zero",42700,0,36,317656,240,24,2,"very_unsat","little","no","LEAVE"
"5061","one",145831,57,24,618150,646,4,5,"unsat","avg","no","LEAVE"
"5082","zero",105897,59,0,294978,201,4,4,"very_sat","little","no","LEAVE"
"5083","one",63378,56,0,903657,358,16,10,"very_sat","little","no","STAY"
"5085","zero",42053,196,13,479830,208,16,4,"very_unsat","little","no","LEAVE"
"5090","zero",84630,247,0,288738,351,23,15,"very_sat","little","considering","LEAVE"
"5092","zero",71249,252,0,761731,347,23,12,"sat","very_high","considering","LEAVE"
"5097","zero",96645,0,39,201543,573,1,13,"very_sat","very_little","never_thought","LEAVE"
"5104","one",126134,221,0,580425,720,20,11,"very_unsat","little","considering","STAY"
"5108","one",145780,212,22,535625,163,18,4,"avg","little","considering","LEAVE"
"5109","zero",84245,70,18,903047,376,5,4,"very_sat","very_high","no","LEAVE"
"5111","zero",40318,0,35,952611,299,1,2,"very_sat","very_high","actively_looking_into_it","LEAVE"
"5119","one",129382,0,0,410641,740,1,11,"unsat","little","considering","LEAVE"
"5121","zero",150630,217,13,941505,652,11,4,"very_unsat","high","never_thought","LEAVE"
"5129","zero",46388,209,68,760781,157,5,2,"unsat","little","considering","STAY"
"5132","zero",61188,79,18,421811,292,1,4,"very_unsat","very_high","considering","STAY"
"5133","zero",83958,0,60,909897,297,1,2,"unsat","little","never_thought","STAY"
"5136","zero",77006,0,0,637726,376,0,9,"very_sat","little","never_thought","STAY"
"5137","one",29832,226,24,196622,145,21,6,"unsat","little","actively_looking_into_it","LEAVE"
"5139","one",102204,178,22,538996,184,17,5,"unsat","very_high","perhaps","LEAVE"
"5142","zero",73564,260,75,188510,190,27,1,"very_unsat","very_little","considering","LEAVE"
"5147","zero",102739,232,19,339737,739,10,5,"very_unsat","very_little","never_thought","STAY"
"5148","one",64070,0,0,326646,275,1,9,"sat","little","no","STAY"
"5149","zero",38328,62,0,957555,160,5,11,"avg","very_high","never_thought","STAY"
"5158","zero",27352,53,63,985534,236,5,1,"very_unsat","little","actively_looking_into_it","STAY"
"5159","zero",73436,229,13,500764,369,26,5,"avg","very_high","considering","LEAVE"
"5164","one",138790,0,0,488081,444,0,13,"very_unsat","little","considering","LEAVE"
"5165","one",114170,0,20,728011,260,1,5,"avg","little","actively_looking_into_it","STAY"
"5170","one",30539,207,0,242768,182,15,12,"very_sat","high","considering","LEAVE"
"5171","one",35036,0,57,835497,152,1,5,"very_unsat","little","actively_looking_into_it","STAY"
"5175","one",30914,125,14,374237,132,19,6,"unsat","very_high","actively_looking_into_it","LEAVE"
"5176","one",102577,50,0,415541,182,5,11,"very_sat","very_high","actively_looking_into_it","LEAVE"
"5177","zero",106356,59,5,710178,608,5,6,"very_unsat","little","no","LEAVE"
"5178","zero",59543,0,46,155492,322,1,6,"avg","very_little","considering","LEAVE"
"5188","one",110201,177,11,735219,521,20,6,"unsat","little","actively_looking_into_it","STAY"
"5191","zero",115748,0,21,564231,584,0,2,"unsat","little","no","LEAVE"
"5199","zero",24327,261,58,574723,198,16,2,"very_sat","little","considering","LEAVE"
"5203","one",66328,0,9,529997,377,16,6,"very_sat","high","considering","STAY"
"5204","one",69715,41,14,415605,311,4,4,"very_unsat","very_high","actively_looking_into_it","STAY"
"5220","zero",125364,0,19,179098,829,0,4,"very_sat","very_little","considering","LEAVE"
"5222","zero",155976,49,20,518660,726,4,2,"very_sat","very_high","never_thought","LEAVE"
"5229","zero",27494,0,77,515495,171,0,1,"avg","very_high","no","LEAVE"
"5233","zero",44347,79,0,851006,170,5,11,"very_unsat","very_little","actively_looking_into_it","STAY"
"5240","zero",33509,215,0,264925,498,13,12,"sat","very_high","perhaps","LEAVE"
"5244","one",62262,76,56,163316,816,3,1,"avg","little","actively_looking_into_it","STAY"
"5247","one",140445,57,74,500795,755,4,2,"very_sat","high","actively_looking_into_it","LEAVE"
"5250","one",111760,0,16,213409,732,4,6,"very_sat","very_high","actively_looking_into_it","STAY"
"5258","one",80079,211,79,429735,346,29,1,"sat","very_high","considering","STAY"
"5264","zero",154572,0,13,237884,637,4,4,"very_unsat","very_high","actively_looking_into_it","STAY"
"5268","zero",66477,122,56,273423,289,23,2,"very_unsat","little","actively_looking_into_it","LEAVE"
"5269","zero",95004,226,56,278561,339,15,1,"very_unsat","little","no","STAY"
"5274","one",125105,85,27,760117,485,3,2,"very_unsat","little","actively_looking_into_it","LEAVE"
"5289","one",43147,0,27,738568,137,1,1,"unsat","very_little","considering","STAY"
"5290","zero",75351,61,60,678399,393,5,1,"avg","high","considering","STAY"
"5299","zero",108623,51,0,770171,657,0,15,"unsat","very_little","considering","LEAVE"
"5301","zero",24665,68,56,211453,135,3,2,"very_unsat","little","considering","LEAVE"
"5308","zero",153804,211,0,948028,743,20,8,"very_unsat","very_little","considering","LEAVE"
"5313","one",111171,202,48,572241,896,10,2,"very_sat","very_high","considering","LEAVE"
"5314","one",56615,0,23,233996,328,0,4,"unsat","little","considering","STAY"
"5315","zero",47103,66,55,380384,136,5,2,"avg","little","never_thought","LEAVE"
"5321","one",49672,40,0,680455,195,5,15,"unsat","little","actively_looking_into_it","STAY"
"5323","one",85593,220,72,617756,163,29,1,"very_unsat","very_little","considering","STAY"
"5332","zero",35059,239,6,364913,207,24,4,"very_unsat","very_high","considering","STAY"
"5345","one",44034,0,0,526366,184,0,14,"unsat","very_little","no","LEAVE"
"5346","zero",136411,0,0,219530,442,4,11,"very_unsat","high","perhaps","LEAVE"
"5349","one",57014,46,7,195007,359,3,5,"very_sat","little","considering","STAY"
"5360","zero",137483,53,69,923776,765,3,1,"very_sat","high","actively_looking_into_it","STAY"
"5363","zero",42074,78,56,341193,149,3,1,"avg","very_little","perhaps","LEAVE"
"5364","zero",85544,149,0,383739,252,11,15,"very_sat","high","considering","STAY"
"5371","one",22854,0,16,717330,232,1,6,"sat","little","no","STAY"
"5376","zero",55018,224,29,204359,253,24,2,"very_unsat","little","no","LEAVE"
"5389","one",147767,0,25,485107,858,0,1,"avg","little","considering","STAY"
"5393","zero",89581,169,12,461344,328,15,5,"very_unsat","very_little","actively_looking_into_it","LEAVE"
"5400","zero",134543,0,0,483269,505,0,10,"very_sat","very_little","actively_looking_into_it","STAY"
"5405","one",122382,0,79,520273,844,1,1,"unsat","very_high","no","LEAVE"
"5407","one",107332,63,22,892213,697,5,4,"very_unsat","little","considering","LEAVE"
"5408","one",131330,0,10,214982,730,1,4,"very_unsat","very_little","considering","STAY"
"5412","one",26253,50,37,785648,145,5,2,"very_sat","little","considering","LEAVE"
"5421","one",29493,62,15,827007,798,3,6,"very_unsat","little","actively_looking_into_it","STAY"
"5423","zero",111917,179,0,924662,448,13,8,"unsat","little","considering","LEAVE"
"5425","zero",39473,0,18,168086,198,1,5,"very_sat","very_high","never_thought","STAY"
"5427","one",20950,0,21,791522,239,0,5,"very_unsat","very_little","considering","STAY"
"5428","zero",44309,0,73,458991,148,0,1,"very_unsat","very_high","no","STAY"
"5429","zero",72566,0,7,742719,440,1,5,"avg","very_little","no","STAY"
"5433","zero",120509,65,89,391304,496,3,2,"very_unsat","little","considering","LEAVE"
"5437","one",30371,91,30,870545,233,3,1,"unsat","very_little","never_thought","STAY"
"5439","one",97687,0,66,483184,337,0,9,"very_sat","little","perhaps","STAY"
"5444","one",146374,228,0,218088,605,0,13,"very_unsat","little","no","LEAVE"
"5457","one",37605,29,0,157521,161,3,12,"very_unsat","very_high","considering","LEAVE"
"5463","zero",43251,140,6,436430,216,11,14,"very_unsat","little","considering","LEAVE"
"5467","zero",36712,52,88,261379,204,5,15,"sat","little","perhaps","STAY"
"5472","zero",156332,0,5,339529,440,1,6,"very_sat","little","no","STAY"
"5478","zero",22651,0,73,616475,181,0,1,"very_unsat","very_high","no","LEAVE"
"5486","zero",61501,30,42,454283,358,5,2,"very_sat","little","perhaps","LEAVE"
"5489","zero",89901,0,81,459086,362,1,2,"very_unsat","very_high","considering","STAY"
"5494","zero",58361,74,59,253744,259,5,2,"very_sat","little","never_thought","STAY"
"5495","one",158398,54,68,208665,817,5,2,"avg","very_high","considering","LEAVE"
"5501","zero",133049,0,86,945876,645,0,1,"avg","little","no","LEAVE"
"5503","one",122047,177,47,291376,678,26,2,"very_unsat","very_high","actively_looking_into_it","LEAVE"
"5504","one",26807,0,14,668690,135,1,4,"very_unsat","avg","actively_looking_into_it","STAY"
"5506","zero",150319,253,11,775211,540,22,6,"very_sat","very_high","no","LEAVE"
"5511","one",103746,153,65,150116,746,17,1,"very_unsat","little","no","LEAVE"
"5519","zero",71350,145,0,558703,253,25,15,"sat","very_little","actively_looking_into_it","LEAVE"
"5525","zero",72977,57,6,203547,273,3,4,"sat","very_high","considering","STAY"
"5542","one",149681,219,27,606971,722,27,1,"very_unsat","very_high","considering","STAY"
"5547","one",86796,0,21,186999,281,1,6,"avg","little","considering","STAY"
"5549","one",28930,0,55,569764,240,1,1,"unsat","very_high","actively_looking_into_it","LEAVE"
"5552","zero",79198,186,0,265962,369,14,13,"unsat","very_little","no","LEAVE"
"5554","one",75295,0,0,942279,397,0,10,"unsat","little","actively_looking_into_it","STAY"
"5555","one",51467,175,0,569885,375,28,12,"very_unsat","very_little","considering","LEAVE"
"5562","zero",30013,179,0,213807,244,11,15,"very_unsat","very_high","perhaps","LEAVE"
"5564","one",104705,0,7,281334,735,0,2,"unsat","very_little","considering","LEAVE"
"5567","one",67429,173,0,857534,313,21,9,"unsat","little","perhaps","LEAVE"
"5574","one",48179,0,10,919381,136,0,5,"unsat","very_little","considering","STAY"
"5575","one",47125,51,59,183761,217,5,2,"very_unsat","very_little","considering","LEAVE"
"5580","zero",50145,66,11,351410,272,4,6,"very_unsat","little","no","STAY"
"5581","zero",106029,67,0,736020,602,4,10,"unsat","very_high","considering","STAY"
"5589","one",100363,57,39,799389,423,4,10,"very_sat","little","actively_looking_into_it","LEAVE"
"5590","one",159766,78,5,201646,829,3,5,"very_sat","very_little","never_thought","STAY"
"5591","one",71880,85,0,206486,297,4,9,"unsat","little","considering","LEAVE"
"5608","one",129046,0,0,395129,539,16,13,"unsat","very_little","never_thought","STAY"
"5634","one",124613,209,0,238028,599,16,15,"very_sat","little","considering","LEAVE"
"5637","zero",22267,37,23,220073,233,3,6,"avg","little","considering","LEAVE"
"5638","one",30857,256,66,339252,146,22,2,"unsat","little","no","LEAVE"
"5641","one",132212,0,0,375871,410,1,14,"very_unsat","little","considering","STAY"
"5651","one",53365,161,61,264870,329,13,2,"unsat","little","considering","LEAVE"
"5657","one",151537,160,0,743472,461,3,12,"very_unsat","little","perhaps","STAY"
"5659","zero",24191,0,87,178012,248,0,2,"avg","very_high","perhaps","LEAVE"
"5666","one",21352,0,0,202941,171,1,9,"unsat","high","considering","LEAVE"
"5672","zero",32586,0,22,611090,228,0,6,"avg","little","considering","STAY"
"5676","zero",25336,0,53,164076,170,0,1,"very_sat","very_high","never_thought","LEAVE"
"5677","one",118050,0,0,165666,776,1,13,"very_sat","avg","actively_looking_into_it","LEAVE"
"5685","one",27984,58,51,175087,168,4,1,"avg","very_little","considering","STAY"
"5694","one",96926,152,31,467802,274,13,2,"very_unsat","little","no","LEAVE"
"5697","one",105672,89,21,970223,666,5,6,"unsat","very_high","never_thought","STAY"
"5699","zero",142143,51,82,165199,440,4,1,"unsat","very_high","perhaps","LEAVE"
"5700","zero",117551,64,34,692557,647,4,2,"very_unsat","very_high","actively_looking_into_it","STAY"
"5701","one",39786,159,0,203382,188,15,5,"very_unsat","very_little","actively_looking_into_it","LEAVE"
"5703","zero",62948,161,0,438483,362,11,13,"very_unsat","avg","actively_looking_into_it","STAY"
"5704","one",97270,65,0,238704,383,5,14,"unsat","very_high","considering","LEAVE"
"5711","one",49952,50,0,803151,197,3,15,"very_unsat","little","actively_looking_into_it","STAY"
"5714","zero",55461,233,0,965155,256,12,8,"unsat","very_little","never_thought","STAY"
"5721","one",45438,223,54,334673,171,20,1,"very_sat","high","no","LEAVE"
"5736","zero",111667,172,20,722524,197,25,4,"unsat","little","considering","LEAVE"
"5738","one",138087,0,56,172282,479,0,1,"very_unsat","high","considering","STAY"
"5744","zero",69043,68,66,158894,328,5,2,"unsat","very_high","considering","LEAVE"
"5745","zero",113888,0,9,874362,533,0,4,"very_unsat","little","actively_looking_into_it","STAY"
"5748","zero",25035,177,51,200915,183,26,2,"very_unsat","very_little","actively_looking_into_it","LEAVE"
"5761","zero",65054,0,0,221016,381,0,1,"sat","very_little","no","STAY"
"5768","one",101857,132,0,225282,370,19,14,"very_unsat","very_high","considering","LEAVE"
"5783","one",27701,38,35,490940,188,3,2,"unsat","very_little","actively_looking_into_it","LEAVE"
"5784","zero",119551,221,0,655425,399,13,14,"very_sat","very_high","considering","LEAVE"
"5785","one",116878,0,0,276470,702,0,15,"very_unsat","little","never_thought","STAY"
"5788","one",99867,261,0,298807,359,10,9,"avg","little","considering","LEAVE"
"5798","zero",48065,200,84,328835,229,22,1,"very_unsat","little","actively_looking_into_it","LEAVE"
"5807","one",57306,190,0,301031,695,21,8,"very_sat","very_high","never_thought","LEAVE"
"5809","one",78541,66,17,161881,258,5,4,"very_sat","avg","considering","LEAVE"
"5812","zero",118128,0,60,481250,195,0,1,"very_unsat","little","actively_looking_into_it","LEAVE"
"5824","zero",114740,0,61,323057,518,0,2,"unsat","very_little","considering","LEAVE"
"5826","one",89172,0,10,538476,325,1,5,"unsat","very_high","actively_looking_into_it","STAY"
"5830","one",26456,74,0,154850,135,5,15,"sat","very_high","considering","STAY"
"5831","one",90738,51,11,181194,288,4,5,"very_unsat","very_high","considering","LEAVE"
"5832","zero",137102,62,0,378696,733,3,11,"unsat","very_little","actively_looking_into_it","LEAVE"
"5833","one",42351,0,12,194603,183,0,5,"very_sat","little","considering","STAY"
"5842","zero",27900,0,89,961095,192,0,2,"very_unsat","little","actively_looking_into_it","STAY"
"5845","zero",28053,0,22,466812,237,1,6,"very_unsat","very_high","no","STAY"
"5846","zero",76867,0,19,293976,335,1,5,"very_unsat","little","considering","STAY"
"5847","zero",66744,189,12,256581,318,16,6,"unsat","very_little","actively_looking_into_it","STAY"
"5848","one",53132,0,0,985844,378,0,10,"sat","little","no","STAY"
"5851","zero",136768,67,36,821093,173,3,1,"very_unsat","very_little","actively_looking_into_it","STAY"
"5853","one",93969,77,0,179741,350,4,9,"very_unsat","little","considering","LEAVE"
"5859","zero",114207,0,0,244558,451,1,15,"avg","very_high","perhaps","STAY"
"5865","zero",86168,75,0,605298,349,4,9,"very_unsat","very_high","actively_looking_into_it","STAY"
"5870","one",115123,240,60,844480,610,17,1,"unsat","very_little","considering","LEAVE"
"5872","zero",41383,151,12,770130,179,19,5,"very_sat","very_little","actively_looking_into_it","STAY"
"5878","one",21910,150,0,356072,208,15,13,"unsat","very_little","considering","LEAVE"
"5888","zero",57190,252,10,844624,394,12,5,"very_sat","little","considering","STAY"
"5892","zero",105399,29,58,376428,429,5,2,"unsat","high","no","STAY"
"5901","one",84872,0,7,793552,346,1,8,"very_sat","very_high","no","STAY"
"5902","zero",37701,46,41,371217,139,3,1,"very_unsat","very_little","considering","LEAVE"
"5906","one",38014,221,13,524829,208,13,6,"sat","very_little","considering","LEAVE"
"5912","one",47146,0,80,434529,229,1,2,"very_unsat","very_little","perhaps","LEAVE"
"5916","one",93766,71,83,651795,378,5,1,"unsat","little","no","LEAVE"
"5919","zero",147195,0,75,191946,856,0,2,"unsat","very_little","considering","LEAVE"
"5921","one",75931,0,29,649941,294,0,2,"very_unsat","very_high","never_thought","STAY"
"5922","one",89066,47,24,299428,342,4,4,"sat","little","considering","STAY"
"5924","one",72987,107,71,457877,354,3,1,"very_sat","very_little","considering","LEAVE"
"5927","zero",136128,161,59,856530,604,20,2,"very_sat","very_high","no","LEAVE"
"5928","one",72212,0,0,376732,351,1,12,"unsat","very_high","never_thought","STAY"
"5954","one",144185,191,0,237267,758,15,6,"very_unsat","little","never_thought","LEAVE"
"5961","zero",34071,20,0,602488,180,3,10,"avg","very_high","considering","STAY"
"5966","one",20465,0,10,207015,191,0,6,"very_unsat","little","actively_looking_into_it","STAY"
"5971","one",108391,43,86,432130,569,5,2,"very_sat","little","considering","STAY"
"5977","zero",56871,75,38,331306,321,4,1,"very_unsat","avg","no","LEAVE"
"6002","zero",104784,76,0,857292,420,3,11,"very_unsat","little","considering","STAY"
"6012","zero",54741,0,49,241558,350,0,1,"very_unsat","very_high","actively_looking_into_it","LEAVE"
"6014","one",128178,122,15,352336,865,14,2,"avg","very_little","actively_looking_into_it","LEAVE"
"6018","one",67535,45,13,628030,325,3,4,"very_unsat","very_little","no","STAY"
"6019","one",43713,0,0,312170,245,0,13,"very_unsat","avg","actively_looking_into_it","LEAVE"
"6022","one",24386,192,22,284776,197,18,6,"very_sat","little","no","LEAVE"
"6023","one",56512,0,87,788354,273,1,2,"avg","very_little","considering","STAY"
"6025","zero",45164,77,89,189004,220,3,2,"unsat","very_high","no","LEAVE"
"6030","one",158857,0,16,850341,575,0,10,"very_unsat","high","considering","STAY"
"6037","one",40432,54,61,632701,154,4,1,"very_unsat","little","actively_looking_into_it","STAY"
"6038","zero",144653,0,60,293569,852,1,2,"very_unsat","very_high","considering","STAY"
"6045","one",42472,61,0,781088,156,3,9,"very_sat","little","considering","STAY"
"6047","one",85165,268,0,764911,754,27,13,"unsat","very_high","considering","STAY"
"6060","one",25384,0,10,660492,196,0,2,"very_sat","little","never_thought","STAY"
"6064","zero",141969,0,14,788712,213,1,4,"very_unsat","very_high","considering","LEAVE"
"6065","zero",64293,153,84,349717,265,13,1,"very_unsat","high","considering","LEAVE"
"6067","one",117409,181,11,601007,755,20,5,"unsat","little","no","STAY"
"6072","zero",88233,0,0,626055,340,1,9,"very_sat","very_high","perhaps","STAY"
"6073","zero",28906,0,55,781040,195,1,1,"very_sat","little","considering","STAY"
"6084","one",70853,26,68,285606,308,0,2,"very_unsat","very_high","no","STAY"
"6091","zero",74620,166,0,253600,278,28,10,"very_sat","little","actively_looking_into_it","LEAVE"
"6094","zero",35602,0,7,931614,154,1,6,"avg","little","considering","STAY"
"6103","zero",74672,202,0,179964,373,24,15,"avg","little","no","LEAVE"
"6108","one",20776,84,0,894887,179,4,12,"unsat","very_high","actively_looking_into_it","LEAVE"
"6111","one",38942,0,16,621540,155,1,6,"unsat","little","considering","STAY"
"6114","one",155947,209,15,513206,400,16,4,"very_unsat","very_high","considering","LEAVE"
"6124","zero",76992,31,81,882804,338,3,6,"very_unsat","very_high","considering","STAY"
"6125","one",61243,174,0,998519,381,25,15,"unsat","little","considering","LEAVE"
"6127","zero",134742,0,0,605228,550,0,10,"unsat","little","actively_looking_into_it","LEAVE"
"6135","zero",152360,179,0,282374,766,15,9,"very_unsat","very_little","never_thought","STAY"
"6138","zero",97931,190,73,594359,360,0,9,"very_unsat","very_high","actively_looking_into_it","LEAVE"
"6141","one",107313,186,89,949226,480,29,2,"very_unsat","very_high","no","LEAVE"
"6144","one",90046,0,17,367073,263,0,4,"very_sat","very_little","considering","STAY"
"6149","zero",80467,0,0,549954,290,0,15,"very_unsat","little","considering","STAY"
"6154","one",24195,212,89,308784,138,11,1,"unsat","very_high","considering","LEAVE"
"6162","zero",109110,0,48,199263,157,1,1,"avg","avg","no","LEAVE"
"6164","zero",38801,207,73,621654,214,15,1,"very_unsat","very_little","actively_looking_into_it","LEAVE"
"6171","zero",116557,60,41,330371,886,4,2,"very_sat","very_high","considering","LEAVE"
"6172","one",62827,33,68,494317,294,28,2,"very_sat","little","no","STAY"
"6173","one",64669,0,88,391479,352,0,2,"unsat","little","considering","LEAVE"
"6174","zero",30719,205,0,544317,214,10,14,"very_unsat","little","considering","LEAVE"
"6176","zero",135073,45,20,327935,759,1,4,"unsat","little","actively_looking_into_it","STAY"
"6177","one",87858,171,0,816735,271,29,13,"very_sat","little","considering","STAY"
"6182","one",156412,154,25,156255,526,23,2,"very_sat","avg","considering","LEAVE"
"6183","one",126058,0,18,780160,732,0,4,"very_unsat","high","considering","STAY"
"6185","one",145788,201,0,347088,522,20,13,"very_unsat","very_little","actively_looking_into_it","LEAVE"
"6188","one",142928,57,9,780251,430,3,4,"avg","very_high","no","STAY"
"6193","one",134928,55,22,221575,656,5,4,"very_unsat","very_little","never_thought","LEAVE"
"6195","one",93361,191,0,674044,312,22,10,"avg","little","considering","STAY"
"6204","zero",40331,69,79,334990,207,4,2,"very_sat","very_little","actively_looking_into_it","STAY"
"6208","one",32467,0,56,691681,242,0,2,"unsat","very_high","never_thought","STAY"
"6213","one",119894,189,0,275896,630,11,9,"very_sat","little","considering","LEAVE"
"6214","one",30067,46,21,602834,131,4,5,"very_unsat","little","considering","LEAVE"
"6215","zero",92244,0,11,240074,315,4,6,"very_unsat","little","actively_looking_into_it","STAY"
"6222","one",131385,182,5,233209,431,18,5,"unsat","little","considering","LEAVE"
"6223","one",50610,89,0,828693,385,5,13,"very_sat","very_high","no","STAY"
"6227","one",51167,62,5,177193,257,4,5,"very_sat","high","never_thought","STAY"
"6238","zero",111024,63,76,475783,519,4,2,"very_sat","little","considering","LEAVE"
"6240","one",55130,58,7,159385,329,4,1,"very_unsat","little","no","STAY"
"6242","one",144600,62,85,964581,712,4,1,"avg","little","considering","STAY"
"6248","one",51631,0,15,193502,258,0,5,"very_unsat","little","no","LEAVE"
"6256","zero",121133,72,27,688659,628,5,1,"very_sat","very_little","considering","LEAVE"
"6259","one",32301,0,56,924983,173,1,2,"sat","very_little","never_thought","STAY"
"6260","one",77728,166,10,435540,266,19,4,"very_unsat","little","perhaps","LEAVE"
"6263","one",87443,184,65,182530,354,28,2,"avg","high","considering","LEAVE"
"6266","one",29826,0,0,278112,163,1,11,"very_unsat","avg","considering","LEAVE"
